ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1902894	negative regulation of pri-miRNA transcription by RNA polymerase II	1/37	17/18723	0.0330830522099811	0.0330830522099811	0.216525015413467	PPARA	1
GO:0002181	cytoplasmic translation	2/37	148/18723	0.0345088717024123	0.0345088717024123	0.216525015413467	DRG2/EIF3K	2
GO:1903900	regulation of viral life cycle	2/37	148/18723	0.0345088717024123	0.0345088717024123	0.216525015413467	IFITM3/PPARA	2
GO:0051592	response to calcium ion	2/37	149/18723	0.0349355522210497	0.0349355522210497	0.216525015413467	CALM2/ADGRV1	2
GO:0001956	positive regulation of neurotransmitter secretion	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	SLC4A8	1
GO:0030730	sequestering of triglyceride	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	PPARA	1
GO:0032095	regulation of response to food	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	PPARA	1
GO:0046040	IMP metabolic process	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	ADSL	1
GO:0046112	nucleobase biosynthetic process	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	SHMT1	1
GO:0051895	negative regulation of focal adhesion assembly	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	BCAS3	1
GO:0150118	negative regulation of cell-substrate junction organization	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	BCAS3	1
GO:1905820	positive regulation of chromosome separation	1/37	18/18723	0.0349955897416941	0.0349955897416941	0.216525015413467	CDT1	1
GO:0009615	response to virus	3/37	367/18723	0.0355153856418531	0.0355153856418531	0.216525015413467	IFITM3/RNF125/PIM2	3
GO:0009150	purine ribonucleotide metabolic process	3/37	368/18723	0.0357595172944854	0.0357595172944854	0.216525015413467	ACOT1/ADSL/PPARA	3
GO:1904064	positive regulation of cation transmembrane transport	2/37	151/18723	0.035795124464711	0.035795124464711	0.216525015413467	PDZK1/CALM2	2
GO:0006144	purine nucleobase metabolic process	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	SHMT1	1
GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	CHRM3	1
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	ADSL	1
GO:0010738	regulation of protein kinase A signaling	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	ADGRV1	1
GO:0010885	regulation of cholesterol storage	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	PPARA	1
GO:0034501	protein localization to kinetochore	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	CDT1	1
GO:0046033	AMP metabolic process	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	ADSL	1
GO:0046653	tetrahydrofolate metabolic process	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	SHMT1	1
GO:0046782	regulation of viral transcription	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	IFITM3	1
GO:1903083	protein localization to condensed chromosome	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	CDT1	1
GO:2000251	positive regulation of actin cytoskeleton reorganization	1/37	19/18723	0.0369044463671719	0.0369044463671719	0.216525015413467	BCAS3	1
GO:0044282	small molecule catabolic process	3/37	376/18723	0.037744184648504	0.037744184648504	0.216525015413467	ETFA/SHMT1/PPARA	3
GO:0035051	cardiocyte differentiation	2/37	156/18723	0.0379798515854304	0.0379798515854304	0.216525015413467	MYH11/PPARA	2
GO:0007194	negative regulation of adenylate cyclase activity	1/37	20/18723	0.038809628974337	0.038809628974337	0.216525015413467	ADGRV1	1
GO:0010523	negative regulation of calcium ion transport into cytosol	1/37	20/18723	0.038809628974337	0.038809628974337	0.216525015413467	CALM2	1
GO:0010801	negative regulation of peptidyl-threonine phosphorylation	1/37	20/18723	0.038809628974337	0.038809628974337	0.216525015413467	CALM2	1
GO:0030150	protein import into mitochondrial matrix	1/37	20/18723	0.038809628974337	0.038809628974337	0.216525015413467	TIMM50	1
GO:0039535	regulation of RIG-I signaling pathway	1/37	20/18723	0.038809628974337	0.038809628974337	0.216525015413467	RNF125	1
GO:0070166	enamel mineralization	1/37	20/18723	0.038809628974337	0.038809628974337	0.216525015413467	PPARA	1
GO:0090316	positive regulation of intracellular protein transport	2/37	160/18723	0.0397638419357333	0.0397638419357333	0.216525015413467	PDZK1/BCAS3	2
GO:0009259	ribonucleotide metabolic process	3/37	385/18723	0.0400438660765502	0.0400438660765502	0.216525015413467	ACOT1/ADSL/PPARA	3
GO:0042326	negative regulation of phosphorylation	3/37	385/18723	0.0400438660765502	0.0400438660765502	0.216525015413467	CALM2/TRIB3/PPARA	3
GO:0000002	mitochondrial genome maintenance	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	TOP3A	1
GO:0009070	serine family amino acid biosynthetic process	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	SHMT1	1
GO:0009127	purine nucleoside monophosphate biosynthetic process	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	ADSL	1
GO:0010878	cholesterol storage	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	PPARA	1
GO:0031998	regulation of fatty acid beta-oxidation	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	PPARA	1
GO:0032516	positive regulation of phosphoprotein phosphatase activity	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	CALM2	1
GO:0035455	response to interferon-alpha	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	IFITM3	1
GO:0045056	transcytosis	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	MAL2	1
GO:0045717	negative regulation of fatty acid biosynthetic process	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	TRIB3	1
GO:0046597	negative regulation of viral entry into host cell	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	IFITM3	1
GO:1903427	negative regulation of reactive oxygen species biosynthetic process	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	PPARA	1
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	1/37	21/18723	0.0407111444385914	0.0407111444385914	0.216525015413467	PDZK1	1
GO:0050792	regulation of viral process	2/37	164/18723	0.0415793832624218	0.0415793832624218	0.216525015413467	IFITM3/PPARA	2
GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	1/37	22/18723	0.0426089996228374	0.0426089996228374	0.216525015413467	CALM2	1
GO:0032098	regulation of appetite	1/37	22/18723	0.0426089996228374	0.0426089996228374	0.216525015413467	PPARA	1
GO:0035561	regulation of chromatin binding	1/37	22/18723	0.0426089996228374	0.0426089996228374	0.216525015413467	CDT1	1
GO:1900543	negative regulation of purine nucleotide metabolic process	1/37	22/18723	0.0426089996228374	0.0426089996228374	0.216525015413467	PPARA	1
GO:2000114	regulation of establishment of cell polarity	1/37	22/18723	0.0426089996228374	0.0426089996228374	0.216525015413467	BCAS3	1
GO:0006163	purine nucleotide metabolic process	3/37	396/18723	0.0429502118703652	0.0429502118703652	0.216525015413467	ACOT1/ADSL/PPARA	3
GO:0019693	ribose phosphate metabolic process	3/37	396/18723	0.0429502118703652	0.0429502118703652	0.216525015413467	ACOT1/ADSL/PPARA	3
GO:0034767	positive regulation of ion transmembrane transport	2/37	167/18723	0.0429613963456616	0.0429613963456616	0.216525015413467	PDZK1/CALM2	2
GO:0000070	mitotic sister chromatid segregation	2/37	168/18723	0.0434258970940847	0.0434258970940847	0.216525015413467	CDT1/NCAPH2	2
GO:0006937	regulation of muscle contraction	2/37	169/18723	0.043892297857187	0.043892297857187	0.216525015413467	CHRM3/CALM2	2
GO:0009152	purine ribonucleotide biosynthetic process	2/37	169/18723	0.043892297857187	0.043892297857187	0.216525015413467	ADSL/PPARA	2
GO:0031214	biomineral tissue development	2/37	169/18723	0.043892297857187	0.043892297857187	0.216525015413467	PPARA/ADGRV1	2
GO:0010888	negative regulation of lipid storage	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	PPARA	1
GO:0031280	negative regulation of cyclase activity	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	ADGRV1	1
GO:0045980	negative regulation of nucleotide metabolic process	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	PPARA	1
GO:0046618	xenobiotic export	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	PDZK1	1
GO:0051383	kinetochore organization	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	CDT1	1
GO:0051590	positive regulation of neurotransmitter transport	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	SLC4A8	1
GO:0061050	regulation of cell growth involved in cardiac muscle cell development	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	PPARA	1
GO:2001169	regulation of ATP biosynthetic process	1/37	23/18723	0.0445032013775005	0.0445032013775005	0.216525015413467	PPARA	1
GO:0046890	regulation of lipid biosynthetic process	2/37	171/18723	0.0448307639799321	0.0448307639799321	0.216525015413467	TRIB3/PPARA	2
GO:0110148	biomineralization	2/37	171/18723	0.0448307639799321	0.0448307639799321	0.216525015413467	PPARA/ADGRV1	2
GO:0030810	positive regulation of nucleotide biosynthetic process	1/37	24/18723	0.0463937565405504	0.0463937565405504	0.216525015413467	PPARA	1
GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1/37	24/18723	0.0463937565405504	0.0463937565405504	0.216525015413467	RNF125	1
GO:0050687	negative regulation of defense response to virus	1/37	24/18723	0.0463937565405504	0.0463937565405504	0.216525015413467	RNF125	1
GO:1900373	positive regulation of purine nucleotide biosynthetic process	1/37	24/18723	0.0463937565405504	0.0463937565405504	0.216525015413467	PPARA	1
GO:0035725	sodium ion transmembrane transport	2/37	178/18723	0.0481739506361609	0.0481739506361609	0.216525015413467	SCNN1D/SLC4A8	2
GO:0032104	regulation of response to extracellular stimulus	1/37	25/18723	0.0482806719375232	0.0482806719375232	0.216525015413467	PPARA	1
GO:0032107	regulation of response to nutrient levels	1/37	25/18723	0.0482806719375232	0.0482806719375232	0.216525015413467	PPARA	1
GO:0032878	regulation of establishment or maintenance of cell polarity	1/37	25/18723	0.0482806719375232	0.0482806719375232	0.216525015413467	BCAS3	1
GO:0051307	meiotic chromosome separation	1/37	25/18723	0.0482806719375232	0.0482806719375232	0.216525015413467	NCAPH2	1
GO:0071459	protein localization to chromosome, centromeric region	1/37	25/18723	0.0482806719375232	0.0482806719375232	0.216525015413467	CDT1	1
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	1/37	25/18723	0.0482806719375232	0.0482806719375232	0.216525015413467	CALM2	1
GO:1903901	negative regulation of viral life cycle	1/37	25/18723	0.0482806719375232	0.0482806719375232	0.216525015413467	IFITM3	1
GO:0009260	ribonucleotide biosynthetic process	2/37	182/18723	0.0501244092230962	0.0501244092230962	0.216525015413467	ADSL/PPARA	2
GO:0006760	folic acid-containing compound metabolic process	1/37	26/18723	0.0501639543815446	0.0501639543815446	0.216525015413467	SHMT1	1
GO:0014829	vascular associated smooth muscle contraction	1/37	26/18723	0.0501639543815446	0.0501639543815446	0.216525015413467	CHRM3	1
GO:0051350	negative regulation of lyase activity	1/37	26/18723	0.0501639543815446	0.0501639543815446	0.216525015413467	ADGRV1	1
GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	1/37	26/18723	0.0501639543815446	0.0501639543815446	0.216525015413467	CALM2	1
GO:0097186	amelogenesis	1/37	26/18723	0.0501639543815446	0.0501639543815446	0.216525015413467	PPARA	1
GO:1901071	glucosamine-containing compound metabolic process	1/37	26/18723	0.0501639543815446	0.0501639543815446	0.216525015413467	CHI3L2	1
GO:0044772	mitotic cell cycle phase transition	3/37	424/18723	0.0508166830763673	0.0508166830763673	0.216525015413467	CDT1/CALM2/PIM2	3
GO:0055001	muscle cell development	2/37	184/18723	0.0511103419184409	0.0511103419184409	0.216525015413467	MYH11/PPARA	2
GO:0051896	regulation of protein kinase B signaling	2/37	185/18723	0.0516059543060884	0.0516059543060884	0.216525015413467	PLEKHA1/PPARA	2
GO:0031331	positive regulation of cellular catabolic process	3/37	427/18723	0.0516989040625997	0.0516989040625997	0.216525015413467	TRIB3/PPARA/PIM2	3
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	1/37	27/18723	0.0520436106733497	0.0520436106733497	0.216525015413467	CALM2	1
GO:0014850	response to muscle activity	1/37	27/18723	0.0520436106733497	0.0520436106733497	0.216525015413467	ADSL	1
GO:0031954	positive regulation of protein autophosphorylation	1/37	27/18723	0.0520436106733497	0.0520436106733497	0.216525015413467	CALM2	1
GO:0034505	tooth mineralization	1/37	27/18723	0.0520436106733497	0.0520436106733497	0.216525015413467	PPARA	1
GO:0039529	RIG-I signaling pathway	1/37	27/18723	0.0520436106733497	0.0520436106733497	0.216525015413467	RNF125	1
GO:0050996	positive regulation of lipid catabolic process	1/37	28/18723	0.0539196476013073	0.0539196476013073	0.216525015413467	PPARA	1
GO:0060325	face morphogenesis	1/37	28/18723	0.0539196476013073	0.0539196476013073	0.216525015413467	PLEKHA1	1
GO:0046390	ribose phosphate biosynthetic process	2/37	190/18723	0.0541101389541927	0.0541101389541927	0.216525015413467	ADSL/PPARA	2
GO:0006164	purine nucleotide biosynthetic process	2/37	191/18723	0.0546161417214933	0.0546161417214933	0.216525015413467	ADSL/PPARA	2
GO:0007143	female meiotic nuclear division	1/37	29/18723	0.0557920719414379	0.0557920719414379	0.216525015413467	NCAPH2	1
GO:0015701	bicarbonate transport	1/37	29/18723	0.0557920719414379	0.0557920719414379	0.216525015413467	SLC4A8	1
GO:0095500	acetylcholine receptor signaling pathway	1/37	29/18723	0.0557920719414379	0.0557920719414379	0.216525015413467	CHRM3	1
GO:0045936	negative regulation of phosphate metabolic process	3/37	441/18723	0.0559151548586113	0.0559151548586113	0.216525015413467	CALM2/TRIB3/PPARA	3
GO:0010563	negative regulation of phosphorus metabolic process	3/37	442/18723	0.0562225262509616	0.0562225262509616	0.216525015413467	CALM2/TRIB3/PPARA	3
GO:0043393	regulation of protein binding	2/37	196/18723	0.0571715275710279	0.0571715275710279	0.216525015413467	TRIB3/PPARA	2
GO:0008209	androgen metabolic process	1/37	30/18723	0.0576608904574415	0.0576608904574415	0.216525015413467	PLEKHA1	1
